2018-12-28 20:51:49.552 [main] INFO  com.calligraphy.CalligraphyAppApplication - Starting CalligraphyAppApplication on DESKTOP-TBI9BAK with PID 14192 (C:\Users\peng\eclipse-workspace\calligraphyApp\target\classes started by peng in C:\Users\peng\eclipse-workspace\calligraphyApp)
2018-12-28 20:51:52.040 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/calligraphy] - Initializing Spring embedded WebApplicationContext
2018-12-28 20:51:52.040 [main] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 2415 ms
2018-12-28 20:51:53.953 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-10010"]
2018-12-28 20:51:53.965 [main] INFO  org.apache.tomcat.util.net.NioSelectorPool - Using a shared selector for servlet write/read
2018-12-28 20:51:53.989 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 10010 (http) with context path '/calligraphy'
2018-12-28 20:51:53.992 [main] INFO  com.calligraphy.CalligraphyAppApplication - Started CalligraphyAppApplication in 5.056 seconds (JVM running for 7.33)
2018-12-28 20:52:19.375 [http-nio-10010-exec-1] INFO  org.apache.tomcat.util.http.parser.Cookie - A cookie header was received [1520497047] that contained an invalid cookie. That cookie will be ignored.Note: further occurrences of this error will be logged at DEBUG level.
2018-12-28 20:52:19.386 [http-nio-10010-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/calligraphy] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2018-12-28 20:52:19.386 [http-nio-10010-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2018-12-28 20:52:19.408 [http-nio-10010-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 22 ms
2018-12-28 20:53:39.963 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.calligraphy.CalligraphyAppApplicationTests], using SpringBootContextLoader
2018-12-28 20:53:39.974 [main] INFO  o.s.test.context.support.AbstractContextLoader - Could not detect default resource locations for test class [com.calligraphy.CalligraphyAppApplicationTests]: no resource found for suffixes {-context.xml, Context.groovy}.
2018-12-28 20:53:39.978 [main] INFO  o.s.t.c.support.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [com.calligraphy.CalligraphyAppApplicationTests]: CalligraphyAppApplicationTests does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2018-12-28 20:53:40.172 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration com.calligraphy.CalligraphyAppApplication for test class com.calligraphy.CalligraphyAppApplicationTests
2018-12-28 20:53:40.366 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener]
2018-12-28 20:53:40.393 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@1b1426f4, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@32b260fa, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@581ac8a8, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@6d4e5011, org.springframework.test.context.support.DirtiesContextTestExecutionListener@57d7f8ca, org.springframework.test.context.transaction.TransactionalTestExecutionListener@76c3e77a, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@78123e82, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@67c33749, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@fba92d3, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@662b4c69, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@fa49800, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@71238fc2]
2018-12-28 20:53:40.985 [main] INFO  com.calligraphy.CalligraphyAppApplicationTests - Starting CalligraphyAppApplicationTests on DESKTOP-TBI9BAK with PID 13720 (started by peng in C:\Users\peng\eclipse-workspace\calligraphyApp)
2018-12-28 20:53:40.986 [main] INFO  com.calligraphy.CalligraphyAppApplicationTests - The following profiles are active: dev
2018-12-28 20:53:42.637 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
2018-12-28 20:53:42.645 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data repositories in DEFAULT mode.
2018-12-28 20:53:42.757 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 86ms. Found 0 repository interfaces.
2018-12-28 20:53:43.515 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration$$EnhancerBySpringCGLIB$$b71b7d49] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2018-12-28 20:53:48.073 [main] INFO  com.calligraphy.CalligraphyAppApplicationTests - Started CalligraphyAppApplicationTests in 7.593 seconds (JVM running for 9.304)
